Protein,AUC,Index,Model,T,Onset,Scale,MaxFlag
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCOCO1, CAP2, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.672640968,110,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCOCO1, CAP2, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.67047058,111,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CALCA, CALCB, CALCOCO1, CAP2, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.670880299,112,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.671309149,113,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RAD51AP2, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.670882929,114,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RAD51AP2, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.67084374,115,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PACSIN3, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RAD51AP2, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.669393407,116,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PACSIN3, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RAD51AP2, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.668964557,117,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PACSIN3, PBXIP1, PDZD2, PHOSPHO1, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RAD51AP2, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.668996623,118,Elastic_Net,3,_first_onset,,NA
"ACTN2, ADAM12, ADAMTSL5, AFAP1L1, ALDH3A1, ANKRD2, APOA4, ART3, CA14, CA3, CALCA, CALCB, CALCOCO1, CAPN3, CCK, CCN3, CD276, CD38, CLEC4G, CMYA5, COL6A3, CORO6, CRTAC1, CSRP3, DCTN2, DTNB, DUSP29, ELAVL4, ENDOU, ENPP5, EPHA1, EZR, FABP2, FABP3, FGFBP1, FYCO1, GFAP, GOLGA4, HPCAL4, HS6ST2, HSPB6, IDI2, IFT172, IGFL3, IL32, IQGAP2, IRAG2, ITGAM, ITGAV, ITGB2, ITGB6, JCAD, KIFC3, KISS1, KLHL41, KLK15, KLK4, KLK8, KRI1, MAP3K5, MAP4K1, MEGF10, MELTF, MMP3, MPHOSPH9, MSTN, MYBPC1, MYBPC2, MYBPH, MYH1, MYH9, MYL1, MYL11, MYL3, MYL5, MYOC, MYOM2, MYOM3, NDE1, NEB, NEFL, NFAT5, NGRN, NOS1, OGN, OTUD4, PACSIN3, PBXIP1, PDZD2, PHOSPHO1, POSTN, PPFIA1, PPFIA4, PPFIBP1, PPP6R2, PPY, PRKN, RAD51AP2, RBP2, RGMA, SAV1, SDCCAG8, SERPINB8, SMTN, SPINK7, STX4, SYNM, THBS4, TNFRSF12A, TNNI3, TRAF2, TRAFD1, TRAK1, TTN, TXLNB, UNC45A, USP28, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.669389975,119,Elastic_Net,3,_first_onset,,NA
"X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.523649684,0,Elastic_Net,5,_first_onset,,NA
"NEFL, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.531440781,1,Elastic_Net,5,_first_onset,,NA
"NEFL, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.556285196,2,Elastic_Net,5,_first_onset,,NA
"NEFL, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.574543975,3,Elastic_Net,5,_first_onset,,NA
"DUSP29, NEFL, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.595551486,4,Elastic_Net,5,_first_onset,,NA
"DUSP29, NEFL, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.616551967,6,Elastic_Net,5,_first_onset,,NA
"DUSP29, KLHL41, NEFL, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.638510379,7,Elastic_Net,5,_first_onset,,NA
"DUSP29, IRAG2, KLHL41, NEFL, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.651704222,8,Elastic_Net,5,_first_onset,,NA
"CALCA, DUSP29, IRAG2, KLHL41, NEFL, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.664874015,9,Elastic_Net,5,_first_onset,,NA
"CALCA, DUSP29, IRAG2, KLHL41, NEFL, NFAT5, SPINK7, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.673099123,11,Elastic_Net,5,_first_onset,,NA
"CALCA, DUSP29, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, SPINK7, STRN, STX4, SYNM, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.67972287,13,Elastic_Net,5,_first_onset,,NA
"CALCA, DUSP29, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.688502979,14,Elastic_Net,5,_first_onset,,NA
"CALCA, DUSP29, HS6ST2, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.704399674,15,Elastic_Net,5,_first_onset,,NA
"ADAM12, ALDH3A1, CALCA, CLEC4G, DUSP29, HS6ST2, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.718116698,18,Elastic_Net,5,_first_onset,,NA
"ADAM12, ALDH3A1, CALCA, CD38, CLEC4G, DUSP29, HS6ST2, IRAG2, KLHL41, MSTN, NEFL, NFAT5, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.718156288,19,Elastic_Net,5,_first_onset,,NA
"ADAM12, ALDH3A1, CALCA, CAPN3, CD38, CLEC4G, DUSP29, HS6ST2, IRAG2, KLHL41, MOCS3, MSTN, NEFL, NFAT5, POSTN, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.71978096,22,Elastic_Net,5,_first_onset,,MAX
"ADAM12, ALDH3A1, CALCA, CAPN3, CD38, CLEC4G, DUSP29, GFAP, HS6ST2, IRAG2, KLHL41, MOCS3, MSTN, NEFL, NFAT5, POSTN, PRKN, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.712062752,24,Elastic_Net,5,_first_onset,,NA
"ADAM12, ALDH3A1, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HS6ST2, IRAG2, KLHL41, MOCS3, MSTN, MYOC, NEFL, NFAT5, POSTN, PRKN, SERPINB8, SPINK7, STRN, STX4, SYNM, THBS4, TTN, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.705977726,26,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HS6ST2, IRAG2, KLHL41, MMP3, MOCS3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SERPINB8, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNI3, TRAF2, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.702632183,33,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IQGAP2, IRAG2, ITGB6, KLHL41, MMP3, MOCS3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNI3, TRAF2, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.699279609,37,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IQGAP2, IRAG2, ITGB6, KLHL41, MMP3, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNI3, TRAF2, TTN, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.695355755,38,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, CA14, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGAV, ITGB6, KLHL41, MMP3, MOCS3, MSANTD3, MSTN, MYOC, NEFL, NFAT5, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.694800755,43,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, KLHL41, KRI1, MMP3, MOCS3, MSANTD3, MSTN, MYL11, MYL5, MYOC, NEFL, NFAT5, PACSIN3, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.697599068,48,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KRI1, MMP3, MOCS3, MSANTD3, MSTN, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, PACSIN3, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.692669183,51,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CAPN3, CD38, CLEC4G, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KRI1, MMP3, MOCS3, MSANTD3, MSTN, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.694381544,54,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CAPN3, CD38, CLEC4G, CMYA5, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KRI1, MMP3, MOCS3, MSANTD3, MSTN, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.695426425,56,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CAPN3, CCN3, CD38, CLEC4G, CMYA5, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, POSTN, PPFIA1, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.70045954,60,Elastic_Net,5,_first_onset,,NA
"ACTN2, ADAM12, ALDH3A1, APOA4, CA14, CALCA, CALCB, CCN3, CD38, CLEC4G, CMYA5, DCTN2, DUSP29, ELAVL4, FABP2, GFAP, GOLGA4, HPCAL4, HS6ST2, IFT172, IGFL3, IQGAP2, IRAG2, ITGB6, JCAD, KLHL41, KLK15, KRI1, MELTF, MMP3, MOCS3, MSANTD3, MSTN, MTSS1, MYBPC2, MYL1, MYL11, MYL5, MYOC, NEFL, NFAT5, OGN, PACSIN3, PDZD2, POSTN, PPFIA1, PPFIA4, PRKN, SAV1, SERPINB8, SIKE1, SMTN, SPINK7, STRN, STX4, SYNM, THBS4, TNNC1, TNNI3, TRAF2, TTN, WASF3, WWP1, X_Male, X_Age, X_Geno_SOD1_A4V, X_Geno_SOD1_non_A4V, X_Geno_C9orf72, X_Geno_Other",0.712078292,63,Elastic_Net,5,_first_onset,,NA
